student_id,cgpa,skills,projects_count,domain_interest,certifications,experience_level,communication_skill,hackathons,github_score,internship_role
14754,6.96,Python|SQL|Tableau,3,Machine Learning,3,Advanced,10,3,93,ML Intern
14755,8.07,React|Node.js,2,Data Analysis,3,Beginner,5,0,48,Data Analyst Intern
14756,7.13,React|Node.js,5,Data Analysis,2,Beginner,6,2,54,Data Analyst Intern
14757,9.62,HTML|CSS|JS,4,Data Analysis,5,Advanced,4,5,89,Data Analyst Intern
14758,8.37,Python|SQL|Tableau,3,Web Development,1,Intermediate,5,3,59,Full Stack Intern
14759,7.91,HTML|CSS|JS,1,Data Analysis,0,Advanced,6,2,49,Data Analyst Intern
14760,6.1,Python|SQL|Tableau,5,Data Science,3,Beginner,6,3,38,Data Science Intern
14761,6.69,C|C++|DSA,1,Data Analysis,2,Intermediate,6,4,99,Data Analyst Intern
14762,6.1,Python|ML|Pandas,5,AI,3,Advanced,8,1,68,AI Intern
14763,6.37,HTML|CSS|JS,4,Data Science,1,Beginner,9,3,46,Data Science Intern
14764,8.68,C|C++|DSA,5,AI,5,Advanced,4,3,62,AI Intern
14765,8.06,Python|DL|NLP,2,Software Development,0,Beginner,10,4,52,SDE Intern
14766,7.45,C|C++|DSA,2,Software Development,3,Intermediate,7,0,69,SDE Intern
14767,7.18,C++|DSA,1,Data Analysis,1,Beginner,4,5,78,Data Analyst Intern
14768,6.24,React|Node.js,3,Web Development,2,Beginner,6,0,75,Frontend Intern
14769,9.28,Python|DL|NLP,6,Web Development,4,Intermediate,10,3,60,Full Stack Intern
14770,6.47,C|C++|DSA,3,Software Development,4,Beginner,10,1,39,SDE Intern
14771,6.0,HTML|CSS|JS,6,Machine Learning,1,Beginner,5,5,51,ML Intern
14772,9.02,React|Node.js,5,AI,1,Beginner,5,2,71,AI Intern
14773,6.65,Python|ML|Pandas,2,AI,3,Advanced,7,0,57,AI Intern
14774,9.1,Python|DL|NLP,2,Web Development,1,Beginner,6,4,44,Full Stack Intern
14775,9.1,Python|ML|Pandas,2,Data Science,3,Beginner,9,5,61,Data Science Intern
14776,8.66,Python|SQL|Tableau,6,Web Development,4,Beginner,8,2,59,Frontend Intern
14777,9.4,C++|DSA,5,Web Development,3,Advanced,10,5,48,Full Stack Intern
14778,7.64,C++|DSA,4,AI,5,Advanced,4,0,30,AI Intern
14779,7.32,React|Node.js,5,Software Development,4,Intermediate,4,2,56,SDE Intern
14780,6.26,Python|AI|Deep Learning,4,Data Analysis,3,Advanced,7,0,32,Data Analyst Intern
14781,7.52,Python|AI|Deep Learning,6,Data Analysis,3,Beginner,9,2,60,Data Analyst Intern
14782,9.45,Python|DL|NLP,3,Software Development,5,Beginner,8,5,42,SDE Intern
14783,6.54,Python|DL|NLP,1,Data Science,0,Beginner,4,0,36,Data Science Intern
14784,6.24,Python|DL|NLP,3,Software Development,1,Advanced,6,2,78,SDE Intern
14785,8.92,Python|SQL|Tableau,2,Web Development,1,Intermediate,9,1,94,Frontend Intern
14786,8.36,C++|DSA,2,Data Analysis,1,Advanced,10,4,92,Data Analyst Intern
14787,7.53,Python|ML|Pandas,6,Software Development,4,Advanced,8,3,30,SDE Intern
14788,7.48,Python|DL|NLP,3,Machine Learning,1,Beginner,8,2,34,ML Intern
14789,6.3,Python|DL|NLP,4,Data Science,4,Advanced,10,1,34,Data Science Intern
14790,9.77,Python|DL|NLP,5,AI,1,Intermediate,7,0,67,AI Intern
14791,8.05,HTML|CSS|Bootstrap,5,Web Development,0,Intermediate,8,5,43,Full Stack Intern
14792,7.16,HTML|CSS|Bootstrap,5,Web Development,2,Intermediate,8,0,50,Frontend Intern
14793,8.04,HTML|CSS|Bootstrap,5,Web Development,1,Advanced,10,3,60,Full Stack Intern
14794,7.01,Python|DL|NLP,6,Data Analysis,5,Advanced,8,5,87,Data Analyst Intern
14795,6.95,C++|DSA,2,Machine Learning,2,Beginner,5,5,51,ML Intern
14796,6.57,HTML|CSS|Bootstrap,2,Machine Learning,2,Beginner,8,0,65,ML Intern
14797,8.89,Python|SQL|Tableau,2,Data Science,1,Advanced,8,4,58,Data Science Intern
14798,8.18,Python|SQL|Tableau,6,Data Science,5,Advanced,5,1,82,Data Science Intern
14799,7.94,HTML|CSS|JS,5,AI,5,Advanced,6,1,96,AI Intern
14800,9.76,React|Node.js,1,Software Development,3,Advanced,10,3,96,SDE Intern
14801,6.33,Python|DL|NLP,3,AI,1,Intermediate,4,5,76,AI Intern
14802,9.8,React|Node.js,1,Machine Learning,2,Advanced,7,5,79,ML Intern
14803,6.36,HTML|CSS|Bootstrap,3,Data Science,0,Advanced,7,1,98,Data Science Intern
14804,7.5,Python|SQL|Tableau,2,Data Analysis,3,Intermediate,4,4,64,Data Analyst Intern
14805,7.69,C|C++|DSA,5,Web Development,3,Intermediate,6,3,77,Full Stack Intern
14806,9.65,C++|DSA,1,Software Development,1,Intermediate,9,4,60,SDE Intern
14807,7.96,Python|AI|Deep Learning,4,Data Analysis,4,Advanced,10,2,79,Data Analyst Intern
14808,6.12,C|C++|DSA,3,AI,4,Beginner,6,0,68,AI Intern
14809,8.19,React|Node.js,6,Software Development,0,Advanced,9,3,60,SDE Intern
14810,9.12,Python|ML|Pandas,1,Software Development,5,Intermediate,5,2,48,SDE Intern
14811,7.76,Python|DL|NLP,3,Web Development,2,Advanced,9,3,42,Full Stack Intern
14812,7.01,Python|SQL|Tableau,3,Software Development,1,Intermediate,10,3,98,SDE Intern
14813,6.11,C++|DSA,3,Machine Learning,2,Beginner,6,2,53,ML Intern
14814,9.06,React|Node.js,2,AI,5,Advanced,10,0,97,AI Intern
14815,6.44,Python|DL|NLP,6,Machine Learning,2,Beginner,6,4,44,ML Intern
14816,6.49,Python|ML|Data Analysis,6,AI,3,Intermediate,7,0,80,AI Intern
14817,8.0,Python|ML|Pandas,6,Machine Learning,5,Intermediate,10,5,36,ML Intern
14818,8.01,HTML|CSS|JS,1,Web Development,3,Intermediate,7,3,52,Frontend Intern
14819,6.17,HTML|CSS|Bootstrap,3,Data Science,3,Beginner,8,0,65,Data Science Intern
14820,7.13,C++|DSA,6,Data Science,5,Beginner,7,2,78,Data Science Intern
14821,9.21,Python|SQL|Tableau,1,Machine Learning,5,Advanced,8,3,40,ML Intern
14822,6.48,Python|ML|Data Analysis,5,Web Development,4,Advanced,4,3,90,Full Stack Intern
14823,8.89,Python|ML|Data Analysis,2,Data Analysis,4,Advanced,4,5,37,Data Analyst Intern
14824,9.18,C++|DSA,3,Machine Learning,1,Beginner,9,4,32,ML Intern
14825,7.93,HTML|CSS|JS,1,Software Development,5,Advanced,10,3,96,SDE Intern
14826,8.07,C++|DSA,5,Software Development,4,Advanced,4,3,43,SDE Intern
14827,7.12,Python|AI|Deep Learning,3,AI,4,Intermediate,7,1,93,AI Intern
14828,8.74,Python|ML|Data Analysis,6,Data Analysis,5,Advanced,8,5,59,Data Analyst Intern
14829,6.81,Python|AI|Deep Learning,6,Data Science,5,Advanced,8,0,67,Data Science Intern
14830,7.5,Python|ML|Data Analysis,1,Data Analysis,0,Advanced,9,4,56,Data Analyst Intern
14831,8.4,C++|DSA,2,Data Analysis,3,Advanced,9,2,96,Data Analyst Intern
14832,9.68,C|C++|DSA,6,Machine Learning,0,Intermediate,10,5,59,ML Intern
14833,8.27,HTML|CSS|Bootstrap,4,Data Analysis,5,Intermediate,8,5,36,Data Analyst Intern
14834,6.64,C++|DSA,6,Data Science,3,Advanced,8,3,69,Data Science Intern
14835,8.0,Python|SQL|Tableau,6,Data Analysis,3,Intermediate,10,5,66,Data Analyst Intern
14836,6.08,Python|ML|Data Analysis,5,Data Analysis,1,Beginner,7,5,60,Data Analyst Intern
14837,6.01,C|C++|DSA,5,Data Science,3,Advanced,10,4,98,Data Science Intern
14838,7.0,Python|DL|NLP,1,Web Development,4,Intermediate,9,1,53,Full Stack Intern
14839,9.54,React|Node.js,1,AI,3,Intermediate,6,5,85,AI Intern
14840,6.13,C|C++|DSA,5,Data Science,4,Beginner,7,2,99,Data Science Intern
14841,7.99,Python|ML|Data Analysis,1,Web Development,1,Advanced,8,2,69,Full Stack Intern
14842,6.83,Python|ML|Pandas,6,Software Development,0,Advanced,7,0,74,SDE Intern
14843,6.19,C|C++|DSA,5,Web Development,1,Beginner,9,0,39,Frontend Intern
14844,7.76,Python|ML|Data Analysis,5,AI,5,Advanced,10,4,68,AI Intern
14845,8.81,HTML|CSS|JS,6,Software Development,2,Intermediate,6,5,44,SDE Intern
14846,9.56,HTML|CSS|JS,6,Data Science,0,Advanced,8,5,100,Data Science Intern
14847,9.14,Python|ML|Pandas,5,Software Development,5,Advanced,6,3,51,SDE Intern
14848,8.86,React|Node.js,2,Web Development,1,Advanced,4,2,34,Full Stack Intern
14849,6.77,React|Node.js,4,Data Analysis,2,Intermediate,8,0,76,Data Analyst Intern
14850,8.55,Python|DL|NLP,5,Web Development,1,Advanced,9,0,68,Frontend Intern
14851,6.73,Python|ML|Data Analysis,5,AI,0,Advanced,8,2,99,AI Intern
14852,7.65,C|C++|DSA,1,Web Development,0,Beginner,6,2,69,Full Stack Intern
14853,9.41,Python|DL|NLP,6,Web Development,5,Advanced,6,5,51,Full Stack Intern
14854,8.65,Python|SQL|Tableau,6,Data Analysis,4,Advanced,6,0,84,Data Analyst Intern
14855,6.3,Python|ML|Pandas,2,Software Development,3,Beginner,7,1,55,SDE Intern
14856,8.87,HTML|CSS|Bootstrap,5,Machine Learning,0,Advanced,5,3,81,ML Intern
14857,8.46,HTML|CSS|JS,5,Software Development,0,Intermediate,9,2,83,SDE Intern
14858,6.27,Python|ML|Data Analysis,6,Web Development,2,Beginner,10,3,53,Frontend Intern
14859,6.78,Python|ML|Pandas,3,Web Development,0,Beginner,4,5,72,Full Stack Intern
14860,7.99,React|Node.js,6,AI,5,Beginner,5,4,53,AI Intern
14861,8.96,HTML|CSS|Bootstrap,5,AI,5,Advanced,4,1,49,AI Intern
14862,6.58,Python|ML|Pandas,1,Machine Learning,1,Advanced,8,4,34,ML Intern
14863,7.94,React|Node.js,6,Data Analysis,2,Intermediate,4,1,50,Data Analyst Intern
14864,9.3,Python|AI|Deep Learning,3,Web Development,0,Intermediate,5,2,34,Full Stack Intern
14865,7.4,Python|ML|Data Analysis,4,Data Science,0,Beginner,4,5,85,Data Science Intern
14866,7.47,React|Node.js,3,Data Science,1,Intermediate,10,2,71,Data Science Intern
14867,7.05,Python|DL|NLP,6,AI,4,Intermediate,8,5,37,AI Intern
14868,7.74,React|Node.js,2,AI,4,Intermediate,5,0,41,AI Intern
14869,9.06,HTML|CSS|JS,5,Machine Learning,5,Intermediate,6,2,36,ML Intern
14870,9.79,HTML|CSS|JS,3,Machine Learning,4,Intermediate,8,3,84,ML Intern
14871,8.2,Python|SQL|Tableau,6,Web Development,1,Beginner,8,3,44,Frontend Intern
14872,6.78,C|C++|DSA,3,Data Analysis,3,Beginner,10,0,33,Data Analyst Intern
14873,8.2,C++|DSA,4,Web Development,2,Intermediate,5,3,32,Frontend Intern
14874,6.69,Python|ML|Pandas,5,Software Development,2,Beginner,4,3,86,SDE Intern
14875,6.69,C|C++|DSA,5,Data Science,3,Intermediate,10,3,71,Data Science Intern
14876,7.13,HTML|CSS|JS,6,Software Development,0,Intermediate,8,2,77,SDE Intern
14877,7.47,C|C++|DSA,2,Web Development,2,Advanced,6,4,30,Full Stack Intern
14878,6.27,Python|SQL|Tableau,6,Web Development,1,Intermediate,10,4,87,Frontend Intern
14879,7.82,HTML|CSS|Bootstrap,1,Machine Learning,3,Intermediate,5,3,94,ML Intern
14880,9.09,HTML|CSS|Bootstrap,2,AI,2,Beginner,8,0,93,AI Intern
14881,9.01,Python|DL|NLP,1,Data Analysis,1,Advanced,6,2,78,Data Analyst Intern
14882,9.02,HTML|CSS|JS,4,AI,2,Intermediate,4,3,75,AI Intern
14883,7.69,HTML|CSS|JS,4,Machine Learning,1,Beginner,8,3,71,ML Intern
14884,7.13,Python|SQL|Tableau,5,Web Development,4,Advanced,8,2,75,Full Stack Intern
14885,8.92,HTML|CSS|JS,5,Data Analysis,1,Intermediate,6,0,42,Data Analyst Intern
14886,8.07,Python|SQL|Tableau,4,Data Analysis,5,Advanced,6,2,80,Data Analyst Intern
14887,9.72,Python|ML|Pandas,3,Data Science,1,Beginner,4,4,63,Data Science Intern
14888,7.56,C++|DSA,5,Data Analysis,5,Advanced,6,0,84,Data Analyst Intern
14889,7.18,Python|AI|Deep Learning,4,Machine Learning,5,Beginner,8,0,35,ML Intern
14890,9.18,HTML|CSS|JS,3,Software Development,0,Advanced,8,3,98,SDE Intern
14891,6.23,Python|ML|Data Analysis,2,Data Analysis,4,Intermediate,8,1,90,Data Analyst Intern
14892,6.5,Python|SQL|Tableau,1,Data Science,2,Intermediate,10,4,48,Data Science Intern
14893,8.41,Python|ML|Pandas,6,Data Science,2,Beginner,6,1,89,Data Science Intern
14894,9.12,Python|DL|NLP,1,Web Development,3,Intermediate,4,1,100,Frontend Intern
14895,6.58,C++|DSA,4,AI,2,Intermediate,10,5,35,AI Intern
14896,7.42,C++|DSA,6,Web Development,4,Intermediate,5,0,97,Frontend Intern
14897,8.32,Python|SQL|Tableau,3,Machine Learning,5,Intermediate,6,4,53,ML Intern
14898,9.45,C++|DSA,2,Data Science,1,Beginner,8,1,40,Data Science Intern
14899,8.8,HTML|CSS|JS,6,Data Analysis,1,Intermediate,5,4,33,Data Analyst Intern
14900,6.72,Python|AI|Deep Learning,2,Data Science,5,Beginner,8,1,36,Data Science Intern
14901,8.94,React|Node.js,6,Data Analysis,5,Advanced,6,0,69,Data Analyst Intern
14902,8.53,HTML|CSS|Bootstrap,5,Data Science,4,Intermediate,6,4,72,Data Science Intern
14903,8.28,HTML|CSS|JS,2,Web Development,3,Advanced,5,5,56,Frontend Intern
14904,6.67,Python|AI|Deep Learning,2,Web Development,0,Advanced,10,1,43,Frontend Intern
14905,9.39,Python|AI|Deep Learning,3,Data Science,1,Beginner,10,3,63,Data Science Intern
14906,7.13,Python|SQL|Tableau,6,Data Science,1,Beginner,10,3,71,Data Science Intern
14907,8.44,HTML|CSS|JS,5,Machine Learning,4,Advanced,9,2,32,ML Intern
14908,9.26,HTML|CSS|JS,6,Software Development,1,Intermediate,8,5,76,SDE Intern
14909,6.2,React|Node.js,4,Machine Learning,3,Beginner,7,5,77,ML Intern
14910,6.99,C|C++|DSA,5,Software Development,2,Beginner,5,1,90,SDE Intern
14911,7.12,Python|AI|Deep Learning,2,Data Analysis,5,Beginner,7,2,65,Data Analyst Intern
14912,6.64,Python|DL|NLP,6,Web Development,3,Intermediate,8,1,97,Full Stack Intern
14913,9.01,C|C++|DSA,4,Data Science,5,Advanced,5,0,72,Data Science Intern
14914,8.24,Python|DL|NLP,1,Data Analysis,0,Beginner,9,4,78,Data Analyst Intern
14915,9.16,C|C++|DSA,4,Machine Learning,2,Intermediate,6,1,38,ML Intern
14916,8.32,Python|ML|Data Analysis,6,Machine Learning,2,Beginner,4,1,65,ML Intern
14917,8.19,HTML|CSS|Bootstrap,2,Data Science,5,Beginner,6,4,33,Data Science Intern
14918,9.03,Python|ML|Data Analysis,6,Data Analysis,4,Intermediate,6,0,75,Data Analyst Intern
14919,8.41,Python|ML|Pandas,3,Data Analysis,0,Advanced,8,0,58,Data Analyst Intern
14920,8.67,HTML|CSS|JS,5,Machine Learning,4,Advanced,8,5,61,ML Intern
14921,6.66,HTML|CSS|Bootstrap,5,Software Development,3,Advanced,6,4,37,SDE Intern
14922,8.98,HTML|CSS|JS,3,Web Development,5,Advanced,9,5,65,Frontend Intern
14923,7.58,Python|DL|NLP,1,Data Science,2,Intermediate,6,3,62,Data Science Intern
14924,8.64,C++|DSA,6,Data Science,3,Beginner,9,1,40,Data Science Intern
14925,8.29,Python|AI|Deep Learning,5,Data Analysis,0,Advanced,7,5,33,Data Analyst Intern
14926,9.52,Python|AI|Deep Learning,2,Data Science,0,Intermediate,8,0,79,Data Science Intern
14927,8.51,Python|AI|Deep Learning,5,Data Science,4,Beginner,4,5,32,Data Science Intern
14928,7.43,HTML|CSS|Bootstrap,2,AI,2,Intermediate,6,4,92,AI Intern
14929,8.06,Python|DL|NLP,5,Web Development,5,Beginner,9,5,70,Full Stack Intern
14930,8.23,Python|DL|NLP,3,Software Development,2,Intermediate,7,1,69,SDE Intern
14931,8.28,HTML|CSS|JS,3,Data Science,0,Intermediate,10,2,99,Data Science Intern
14932,7.12,Python|DL|NLP,5,AI,4,Intermediate,7,4,71,AI Intern
14933,9.08,Python|DL|NLP,6,Machine Learning,4,Advanced,4,2,93,ML Intern
14934,8.51,Python|ML|Pandas,2,Data Science,1,Beginner,7,0,48,Data Science Intern
14935,7.77,C|C++|DSA,6,Web Development,1,Intermediate,8,1,91,Frontend Intern
14936,9.53,HTML|CSS|Bootstrap,6,AI,4,Beginner,8,1,75,AI Intern
14937,6.6,C|C++|DSA,5,Machine Learning,3,Advanced,8,1,73,ML Intern
14938,7.92,React|Node.js,6,AI,0,Intermediate,7,0,32,AI Intern
14939,7.09,Python|ML|Data Analysis,2,Software Development,4,Intermediate,9,4,79,SDE Intern
14940,6.56,C|C++|DSA,4,Machine Learning,3,Intermediate,8,4,66,ML Intern
14941,6.93,C++|DSA,5,AI,4,Advanced,7,3,77,AI Intern
14942,8.39,HTML|CSS|Bootstrap,6,Software Development,1,Beginner,8,0,83,SDE Intern
14943,9.41,Python|ML|Data Analysis,6,Data Analysis,1,Beginner,9,3,91,Data Analyst Intern
14944,7.96,Python|SQL|Tableau,1,Web Development,5,Intermediate,6,5,41,Full Stack Intern
14945,8.69,HTML|CSS|JS,6,Software Development,0,Beginner,8,1,62,SDE Intern
14946,7.88,Python|ML|Data Analysis,5,Web Development,5,Beginner,10,2,98,Frontend Intern
14947,7.67,HTML|CSS|JS,5,Web Development,1,Beginner,8,2,89,Full Stack Intern
14948,7.02,React|Node.js,6,AI,2,Advanced,9,1,53,AI Intern
14949,9.27,C++|DSA,3,Data Analysis,0,Advanced,6,3,58,Data Analyst Intern
14950,7.72,Python|SQL|Tableau,2,Data Analysis,2,Advanced,4,1,61,Data Analyst Intern
14951,8.94,C++|DSA,3,Web Development,5,Intermediate,9,0,80,Frontend Intern
14952,9.63,C|C++|DSA,5,AI,3,Advanced,8,1,60,AI Intern
14953,9.0,Python|AI|Deep Learning,4,AI,1,Intermediate,5,4,66,AI Intern
14954,7.45,Python|ML|Data Analysis,5,Software Development,4,Beginner,4,0,66,SDE Intern
14955,8.32,Python|ML|Data Analysis,1,Software Development,0,Advanced,9,4,97,SDE Intern
14956,6.09,HTML|CSS|Bootstrap,5,AI,1,Beginner,6,2,98,AI Intern
14957,6.09,HTML|CSS|JS,4,Web Development,2,Beginner,6,4,61,Full Stack Intern
14958,9.74,Python|SQL|Tableau,1,Data Analysis,4,Intermediate,9,2,81,Data Analyst Intern
14959,8.11,Python|DL|NLP,3,Software Development,1,Advanced,8,2,53,SDE Intern
14960,6.88,Python|DL|NLP,5,Data Science,1,Beginner,6,3,45,Data Science Intern
14961,8.66,Python|SQL|Tableau,3,AI,4,Advanced,7,0,73,AI Intern
14962,7.02,Python|ML|Pandas,3,Web Development,2,Intermediate,6,2,84,Full Stack Intern
14963,6.46,Python|DL|NLP,5,AI,1,Advanced,6,1,34,AI Intern
14964,9.37,Python|AI|Deep Learning,6,Data Analysis,4,Intermediate,4,2,67,Data Analyst Intern
14965,7.72,HTML|CSS|JS,5,Data Science,4,Beginner,7,5,47,Data Science Intern
14966,7.14,Python|SQL|Tableau,5,Machine Learning,2,Advanced,7,1,90,ML Intern
14967,7.53,C|C++|DSA,4,Web Development,1,Beginner,9,2,50,Full Stack Intern
14968,8.95,Python|DL|NLP,1,AI,0,Beginner,10,4,69,AI Intern
14969,9.28,Python|ML|Data Analysis,6,Data Analysis,2,Advanced,4,2,32,Data Analyst Intern
14970,7.25,HTML|CSS|JS,4,Data Analysis,2,Intermediate,4,5,58,Data Analyst Intern
14971,8.88,HTML|CSS|JS,6,AI,5,Advanced,10,2,88,AI Intern
14972,9.2,Python|ML|Pandas,5,Web Development,0,Intermediate,8,2,73,Full Stack Intern
14973,6.31,Python|DL|NLP,5,Machine Learning,3,Advanced,8,3,92,ML Intern
14974,8.51,Python|DL|NLP,1,Web Development,5,Intermediate,6,3,42,Full Stack Intern
14975,7.43,React|Node.js,4,AI,0,Advanced,5,5,88,AI Intern
14976,7.89,C|C++|DSA,2,Data Science,5,Advanced,6,1,42,Data Science Intern
14977,7.62,Python|AI|Deep Learning,6,AI,4,Advanced,8,4,65,AI Intern
14978,8.03,C|C++|DSA,6,AI,3,Advanced,9,5,69,AI Intern
14979,9.79,Python|SQL|Tableau,1,Software Development,4,Advanced,5,3,48,SDE Intern
14980,7.67,Python|DL|NLP,6,Data Science,0,Intermediate,6,4,43,Data Science Intern
14981,7.3,Python|ML|Pandas,5,Data Science,5,Beginner,6,2,54,Data Science Intern
14982,9.36,C|C++|DSA,1,Machine Learning,2,Advanced,6,4,32,ML Intern
14983,9.8,React|Node.js,1,Web Development,0,Advanced,6,0,72,Full Stack Intern
14984,7.86,HTML|CSS|JS,3,Data Analysis,5,Intermediate,8,4,68,Data Analyst Intern
14985,8.16,Python|DL|NLP,6,Web Development,1,Beginner,9,1,50,Frontend Intern
14986,9.79,C++|DSA,4,Web Development,4,Intermediate,5,4,88,Full Stack Intern
14987,9.16,Python|SQL|Tableau,6,Data Science,0,Beginner,9,5,93,Data Science Intern
14988,8.97,Python|AI|Deep Learning,4,Data Analysis,2,Intermediate,6,4,86,Data Analyst Intern
14989,9.4,Python|DL|NLP,2,Machine Learning,1,Beginner,9,2,63,ML Intern
14990,9.77,Python|DL|NLP,4,Web Development,4,Beginner,7,5,35,Frontend Intern
14991,8.73,Python|ML|Pandas,6,Data Science,2,Advanced,7,4,70,Data Science Intern
14992,8.98,C++|DSA,6,Web Development,1,Advanced,5,0,95,Frontend Intern
14993,6.84,Python|ML|Pandas,5,AI,5,Intermediate,8,2,58,AI Intern
14994,8.34,Python|ML|Pandas,6,Software Development,4,Advanced,6,0,64,SDE Intern
14995,9.68,Python|AI|Deep Learning,1,Software Development,4,Intermediate,10,5,72,SDE Intern
14996,9.15,C++|DSA,4,Data Science,0,Beginner,7,5,35,Data Science Intern
14997,6.16,Python|AI|Deep Learning,4,Web Development,4,Intermediate,7,1,98,Full Stack Intern
14998,7.3,HTML|CSS|JS,6,Data Analysis,4,Intermediate,10,3,78,Data Analyst Intern
14999,6.41,HTML|CSS|Bootstrap,3,Data Science,2,Beginner,10,1,92,Data Science Intern
15000,9.75,HTML|CSS|Bootstrap,4,Machine Learning,0,Advanced,6,2,64,ML Intern
15001,8.83,HTML|CSS|Bootstrap,1,Data Analysis,2,Beginner,6,1,36,Data Analyst Intern
15002,8.98,React|Node.js,4,Software Development,0,Beginner,7,3,92,SDE Intern
15003,8.68,Python|DL|NLP,2,Machine Learning,0,Beginner,8,5,48,ML Intern
15004,7.98,Python|DL|NLP,4,AI,1,Beginner,4,1,84,AI Intern
15005,6.94,Python|ML|Data Analysis,2,Web Development,3,Advanced,9,2,82,Frontend Intern
15006,8.33,C|C++|DSA,3,Data Analysis,0,Intermediate,7,4,73,Data Analyst Intern
15007,6.25,React|Node.js,1,Data Science,0,Intermediate,5,4,64,Data Science Intern
15008,8.62,React|Node.js,6,Web Development,3,Beginner,7,3,72,Full Stack Intern
15009,6.17,Python|AI|Deep Learning,3,Web Development,4,Advanced,7,0,97,Full Stack Intern
15010,7.62,C|C++|DSA,1,Data Analysis,1,Advanced,4,3,44,Data Analyst Intern
15011,9.51,Python|ML|Pandas,6,Data Analysis,5,Intermediate,9,4,51,Data Analyst Intern
15012,7.82,HTML|CSS|Bootstrap,2,Software Development,2,Advanced,10,0,57,SDE Intern
15013,8.14,Python|ML|Pandas,3,Web Development,5,Advanced,10,2,76,Frontend Intern
15014,6.1,C++|DSA,2,Software Development,4,Beginner,4,5,95,SDE Intern
15015,8.34,HTML|CSS|JS,2,Data Analysis,4,Advanced,7,2,98,Data Analyst Intern
15016,8.91,Python|ML|Pandas,4,Data Analysis,4,Intermediate,8,1,65,Data Analyst Intern
15017,8.55,HTML|CSS|Bootstrap,3,Software Development,1,Beginner,10,5,42,SDE Intern
15018,7.81,React|Node.js,5,Web Development,2,Beginner,4,3,71,Full Stack Intern
15019,6.56,Python|AI|Deep Learning,3,Web Development,0,Advanced,8,4,64,Full Stack Intern
15020,8.24,C|C++|DSA,5,AI,5,Intermediate,10,3,77,AI Intern
15021,9.68,React|Node.js,1,Web Development,0,Intermediate,6,5,65,Frontend Intern
15022,8.53,Python|SQL|Tableau,2,Software Development,3,Advanced,10,3,84,SDE Intern
15023,6.52,C|C++|DSA,2,Software Development,0,Advanced,4,0,79,SDE Intern
15024,9.35,HTML|CSS|Bootstrap,1,Software Development,1,Advanced,6,3,37,SDE Intern
15025,8.61,HTML|CSS|Bootstrap,4,AI,3,Advanced,7,1,99,AI Intern
15026,7.29,React|Node.js,2,Web Development,4,Advanced,6,5,72,Frontend Intern
15027,8.54,HTML|CSS|JS,5,Machine Learning,4,Intermediate,5,0,65,ML Intern
15028,8.1,HTML|CSS|JS,3,AI,1,Advanced,8,0,32,AI Intern
15029,7.25,Python|ML|Data Analysis,6,AI,4,Advanced,6,1,74,AI Intern
15030,7.18,HTML|CSS|Bootstrap,6,Software Development,2,Intermediate,4,0,53,SDE Intern
15031,7.16,Python|ML|Pandas,1,Web Development,4,Beginner,7,2,51,Full Stack Intern
15032,9.47,Python|ML|Data Analysis,3,Data Science,5,Beginner,6,2,98,Data Science Intern
15033,6.07,HTML|CSS|JS,6,Software Development,4,Beginner,5,3,96,SDE Intern
15034,7.13,Python|ML|Data Analysis,5,Web Development,4,Advanced,6,1,34,Full Stack Intern
15035,9.62,Python|ML|Pandas,1,Machine Learning,0,Beginner,8,2,94,ML Intern
15036,6.35,HTML|CSS|JS,6,Data Science,5,Beginner,7,5,78,Data Science Intern
15037,9.01,C++|DSA,4,Software Development,1,Beginner,4,4,72,SDE Intern
15038,6.87,Python|DL|NLP,2,Web Development,1,Advanced,6,4,91,Full Stack Intern
15039,8.92,Python|SQL|Tableau,3,Web Development,0,Intermediate,4,2,73,Full Stack Intern
15040,6.01,Python|SQL|Tableau,3,Data Science,2,Beginner,5,0,40,Data Science Intern
15041,9.08,C|C++|DSA,2,AI,3,Advanced,5,0,50,AI Intern
15042,8.05,HTML|CSS|Bootstrap,1,Machine Learning,4,Intermediate,7,5,95,ML Intern
15043,7.45,Python|DL|NLP,4,Machine Learning,0,Intermediate,9,5,61,ML Intern
15044,8.58,Python|AI|Deep Learning,4,Web Development,4,Intermediate,6,5,73,Full Stack Intern
15045,6.62,Python|ML|Pandas,6,AI,4,Advanced,10,2,76,AI Intern
15046,7.06,Python|DL|NLP,1,Web Development,3,Beginner,7,4,94,Full Stack Intern
15047,6.26,C|C++|DSA,5,AI,5,Beginner,8,0,89,AI Intern
15048,6.98,Python|DL|NLP,5,AI,3,Intermediate,10,0,33,AI Intern
15049,7.45,C|C++|DSA,3,Machine Learning,4,Intermediate,4,2,68,ML Intern
15050,7.01,Python|ML|Data Analysis,6,Data Science,1,Beginner,5,1,89,Data Science Intern
15051,9.5,React|Node.js,1,AI,2,Beginner,7,3,47,AI Intern
15052,8.25,Python|AI|Deep Learning,1,Machine Learning,3,Beginner,7,4,51,ML Intern
15053,8.85,C++|DSA,4,AI,3,Beginner,4,2,76,AI Intern
15054,7.85,HTML|CSS|Bootstrap,5,Machine Learning,5,Beginner,8,3,31,ML Intern
15055,6.95,Python|ML|Pandas,6,Data Science,5,Advanced,8,0,86,Data Science Intern
15056,6.67,HTML|CSS|JS,1,Software Development,5,Intermediate,7,1,83,SDE Intern
