Student_ID,Study_Hours,Attendance,Previous_GPA,Assignments_Completed,Class_Participation,Sleep_Hours,Internet_Usage,Extra_Activities,Stress_Level,Mock_Test_Score,Final_GPA,Performance
3777,2,74,8.17,10,5,8,5,1,3,66,6.81,Average
3778,2,68,6.92,5,3,4,6,1,7,92,5.63,Poor
3779,6,80,7.87,7,3,8,2,0,4,56,7.36,Good
3780,4,75,5.43,8,4,5,6,1,8,45,5.89,Poor
3781,3,91,9.18,10,2,7,3,1,8,86,7.05,Good
3782,3,90,6.92,7,7,5,4,1,1,82,7.43,Good
3783,3,85,8.57,7,4,8,6,0,5,57,6.72,Average
3784,6,72,6.01,5,5,8,7,1,1,99,7.56,Good
3785,8,96,4.55,6,2,6,1,1,7,74,7.3,Good
3786,7,62,7.71,7,6,5,7,0,4,66,7.66,Good
3787,4,74,4.04,7,9,6,2,0,8,56,6.1,Average
3788,4,51,6.61,7,8,5,7,0,8,50,6.0,Average
3789,2,51,5.06,4,8,6,3,1,9,77,4.98,Poor
3790,1,65,7.45,7,2,6,4,1,6,76,5.42,Poor
3791,9,58,9.39,7,4,5,2,1,7,81,8.16,Good
3792,2,77,6.55,8,8,8,4,0,7,73,6.33,Average
3793,8,62,8.5,9,1,4,2,0,5,86,7.92,Good
3794,9,84,6.79,4,8,8,5,0,7,71,8.16,Good
3795,4,90,6.73,7,3,4,7,1,9,82,6.51,Average
3796,8,62,9.12,9,8,5,5,1,4,95,8.91,Excellent
3797,9,80,8.89,7,6,7,5,1,2,96,9.33,Excellent
3798,5,70,8.32,5,7,8,3,0,8,85,7.05,Good
3799,7,81,5.63,5,2,6,5,0,7,85,6.93,Average
3800,4,83,7.0,9,1,8,3,1,6,74,6.64,Average
3801,1,57,5.23,4,6,5,1,1,7,67,4.74,Poor
3802,3,90,6.44,8,3,7,5,1,3,93,6.95,Average
3803,5,97,6.66,4,4,7,3,0,6,61,6.82,Average
3804,3,51,8.57,4,9,8,2,1,7,55,6.04,Average
3805,7,87,8.93,5,3,8,3,0,7,85,7.79,Good
3806,9,81,6.28,5,2,8,6,1,5,81,7.8,Good
3807,6,89,4.1,8,2,5,3,1,3,93,7.26,Good
3808,1,77,8.74,10,2,4,7,1,2,79,6.62,Average
3809,7,86,4.96,10,6,4,6,1,7,51,7.45,Good
3810,3,90,7.42,10,2,6,2,1,4,44,6.67,Average
3811,5,50,4.14,7,7,5,7,1,2,65,6.42,Average
3812,4,90,6.2,8,7,7,3,1,8,65,6.83,Average
3813,5,59,9.42,7,7,6,7,1,2,52,7.51,Good
3814,5,53,4.55,9,2,7,2,1,6,63,5.86,Poor
3815,6,84,6.33,9,7,7,7,1,4,83,7.99,Good
3816,6,59,5.69,6,8,8,6,0,9,42,6.29,Average
3817,8,96,8.98,10,8,7,4,0,5,71,9.31,Excellent
3818,8,60,8.78,5,2,7,5,1,4,62,7.5,Good
3819,9,63,5.31,6,5,5,6,1,8,88,7.43,Good
3820,8,87,4.45,6,6,8,1,0,3,91,8.05,Good
3821,2,61,7.45,5,9,8,3,0,9,76,5.83,Poor
3822,1,94,5.85,6,6,6,7,0,8,94,5.95,Poor
3823,2,66,7.7,10,6,8,2,1,8,77,6.28,Average
3824,2,65,4.18,4,6,4,5,1,5,84,5.34,Poor
3825,3,84,4.73,7,9,5,7,1,1,77,7.03,Good
3826,7,51,7.78,10,7,6,3,1,9,52,7.23,Good
3827,2,60,5.17,8,1,4,5,0,2,54,5.34,Poor
3828,1,90,8.72,5,1,7,4,0,1,41,6.01,Average
3829,6,52,4.32,4,4,4,3,0,6,50,5.67,Poor
3830,9,78,5.19,9,2,6,7,0,1,55,8.06,Good
3831,3,67,9.49,8,3,8,2,1,7,57,6.36,Average
3832,6,69,6.38,8,7,5,4,0,7,73,7.22,Good
3833,3,96,7.87,8,7,6,3,0,1,49,7.51,Good
3834,1,63,5.0,6,3,4,5,1,5,52,4.76,Poor
3835,5,83,7.35,6,2,4,7,1,3,71,7.07,Good
3836,4,98,7.99,6,1,6,4,1,2,99,7.47,Good
3837,7,80,5.73,10,9,6,2,0,5,47,7.93,Good
3838,6,89,8.56,6,3,6,3,0,5,46,7.38,Good
3839,7,91,7.32,4,9,8,5,1,2,87,8.56,Excellent
3840,5,67,6.14,6,4,6,7,1,6,56,6.28,Average
3841,4,79,7.07,5,6,7,5,1,7,80,6.64,Average
3842,7,74,7.17,8,7,5,6,1,1,66,8.28,Good
3843,7,68,4.91,4,6,5,4,0,3,98,7.35,Good
3844,6,57,6.22,9,1,7,7,1,4,47,6.5,Average
3845,8,77,5.89,6,6,4,3,0,2,68,8.01,Good
3846,4,57,6.2,9,6,4,6,1,5,96,6.78,Average
3847,5,80,8.19,8,5,4,5,1,4,91,7.77,Good
3848,4,52,6.65,4,3,4,4,0,2,76,6.08,Average
3849,1,52,9.17,8,3,8,1,1,1,66,6.09,Average
3850,8,93,5.62,9,7,7,7,1,8,76,8.16,Good
3851,1,71,6.29,10,8,5,5,1,2,98,6.8,Average
3852,5,66,8.33,4,3,7,4,0,4,96,6.98,Average
3853,6,85,7.0,7,3,5,1,0,5,63,7.26,Good
3854,6,66,7.01,10,7,4,7,1,2,84,8.08,Good
3855,5,63,4.29,4,7,8,4,1,9,55,5.63,Poor
3856,3,58,6.19,6,9,6,5,0,2,65,6.49,Average
3857,5,79,5.49,9,6,6,1,0,6,93,7.24,Good
3858,8,70,9.5,8,7,4,7,0,7,70,8.41,Good
3859,2,61,5.7,8,1,4,4,1,6,66,5.19,Poor
3860,6,86,8.86,8,7,7,3,1,4,65,8.25,Good
3861,9,81,7.72,5,2,8,1,1,1,82,8.49,Good
3862,8,60,5.88,5,7,8,4,1,2,54,7.54,Good
3863,8,69,6.99,6,3,7,3,0,6,97,7.67,Good
3864,8,84,8.62,7,9,8,1,0,8,88,8.68,Excellent
3865,7,96,8.86,5,5,8,4,0,3,54,8.24,Good
3866,8,95,4.88,4,7,6,5,1,7,62,7.52,Good
3867,6,60,5.87,10,8,8,1,0,9,64,6.95,Average
3868,2,57,5.84,9,2,4,1,1,4,83,5.7,Poor
3869,2,53,4.23,6,1,6,7,0,7,43,4.23,Poor
3870,8,76,7.29,10,7,4,3,1,7,75,8.34,Good
3871,1,93,8.7,7,6,4,6,1,9,92,6.47,Average
3872,6,89,6.1,10,6,7,7,0,3,55,7.87,Good
3873,6,87,8.07,4,2,8,6,0,1,86,7.73,Good
3874,4,96,7.45,8,3,8,4,0,8,79,6.94,Average
3875,3,79,6.07,5,4,8,5,0,4,98,6.42,Average
3876,3,93,4.78,4,3,8,3,0,2,60,6.07,Average
3877,1,97,7.9,7,2,6,1,0,5,91,6.38,Average
3878,3,97,8.7,6,3,5,6,1,4,79,7.1,Good
3879,4,76,7.77,10,6,4,3,0,1,82,7.81,Good
3880,5,70,4.1,4,9,5,3,1,7,92,6.49,Average
3881,3,69,5.19,6,4,5,7,1,4,95,6.12,Average
3882,6,53,4.38,8,6,5,3,1,8,56,6.15,Average
3883,5,60,7.14,7,1,6,1,0,9,42,5.71,Poor
3884,3,62,8.16,7,6,5,7,0,8,46,5.99,Poor
3885,6,58,4.61,10,3,6,2,0,1,51,6.83,Average
3886,6,53,8.61,5,9,7,3,0,8,40,6.82,Average
3887,8,61,7.06,9,4,7,2,0,5,82,7.87,Good
3888,2,58,7.79,7,7,7,6,0,1,76,6.62,Average
3889,1,62,9.34,4,4,6,5,1,9,45,5.03,Poor
3890,4,97,4.46,4,6,6,7,1,9,85,6.23,Average
3891,7,75,8.96,4,7,4,6,1,7,99,8.0,Good
3892,3,87,4.69,8,2,5,7,1,7,88,6.01,Average
3893,3,91,6.16,7,6,8,5,1,1,62,7.01,Good
3894,5,62,8.68,7,8,8,5,0,9,64,6.95,Average
3895,5,88,8.98,4,6,5,7,0,1,64,7.81,Good
3896,3,77,6.79,10,2,8,6,1,7,42,5.97,Poor
3897,9,68,7.27,5,4,8,4,1,9,43,7.18,Good
3898,4,73,7.89,10,1,8,1,1,9,69,6.38,Average
3899,3,68,8.58,5,7,6,2,0,5,72,6.64,Average
3900,2,98,4.67,7,8,6,4,0,6,68,6.32,Average
3901,9,62,8.46,10,2,6,2,0,2,43,8.27,Good
3902,4,62,6.65,7,5,5,7,0,2,53,6.54,Average
3903,3,77,6.48,6,8,7,1,0,9,60,6.09,Average
3904,7,51,6.33,7,8,8,7,0,1,46,7.47,Good
3905,8,59,6.8,10,5,4,3,0,5,60,7.76,Good
3906,2,71,9.2,4,8,6,7,1,7,95,6.55,Average
3907,7,62,7.02,9,6,4,6,1,6,46,7.33,Good
3908,5,58,9.24,8,5,8,4,0,6,40,6.85,Average
3909,5,82,4.99,7,4,7,7,1,6,99,6.87,Average
3910,3,63,7.98,7,5,4,1,0,8,73,6.14,Average
3911,5,97,8.47,4,4,8,6,1,7,62,7.09,Good
3912,2,69,7.74,6,1,8,4,0,5,42,5.42,Poor
3913,4,64,7.34,9,3,6,7,0,2,57,6.76,Average
3914,6,81,7.11,7,8,7,5,1,6,82,7.78,Good
3915,1,82,8.74,5,7,8,7,0,5,51,6.15,Average
3916,4,66,8.52,5,7,7,4,1,4,53,6.79,Average
3917,6,73,4.67,5,3,6,3,0,5,80,6.54,Average
3918,9,79,8.67,8,9,4,3,1,9,67,8.68,Excellent
3919,2,62,6.28,8,6,5,2,0,2,81,6.35,Average
3920,7,96,5.4,9,8,5,4,1,6,84,8.25,Good
3921,6,97,8.78,7,8,5,7,0,9,63,7.94,Good
3922,2,65,6.38,7,3,7,5,1,5,63,5.57,Poor
3923,8,51,8.45,7,4,5,7,1,6,42,7.26,Good
3924,7,66,5.45,8,6,4,3,1,4,98,7.71,Good
3925,5,81,4.02,9,2,8,2,1,5,97,6.73,Average
3926,5,92,6.73,7,7,7,7,0,8,48,7.0,Good
3927,7,57,4.55,4,2,4,5,1,1,63,6.52,Average
3928,9,52,8.15,6,5,7,5,0,1,99,8.56,Excellent
3929,9,61,5.52,10,4,7,7,0,4,41,7.66,Good
3930,9,69,6.44,5,9,7,5,0,3,94,8.61,Excellent
3931,6,65,4.48,5,2,6,1,0,5,79,6.24,Average
3932,6,63,5.58,4,7,8,3,0,8,67,6.39,Average
3933,3,65,8.3,7,7,5,1,0,1,46,6.86,Average
3934,1,98,4.83,9,7,6,1,0,5,48,6.06,Average
3935,7,92,7.56,9,1,8,3,0,5,84,8.01,Good
3936,4,98,9.05,8,8,5,4,1,2,78,8.36,Good
3937,1,82,7.74,7,2,6,6,1,5,99,6.13,Average
3938,8,79,8.46,9,5,6,2,0,8,78,8.26,Good
3939,6,61,4.6,7,2,4,7,1,7,72,6.11,Average
3940,6,64,5.38,5,5,6,6,1,2,73,6.92,Average
3941,2,67,8.92,10,7,7,6,0,6,60,6.67,Average
3942,1,77,7.93,10,6,6,6,1,1,68,6.84,Average
3943,2,72,7.52,10,5,7,6,1,3,66,6.65,Average
3944,4,63,7.65,5,4,8,3,1,6,56,6.1,Average
3945,2,79,6.28,8,8,8,6,0,9,99,6.37,Average
3946,1,82,4.25,10,8,7,2,0,1,81,6.54,Average
3947,7,94,8.31,5,1,4,7,1,6,86,7.72,Good
3948,8,64,7.73,7,2,4,4,0,2,87,8.01,Good
3949,6,56,6.6,10,3,8,3,0,9,62,6.51,Average
3950,4,64,8.95,4,1,6,6,1,2,92,6.73,Average
3951,6,91,5.85,8,3,8,5,1,3,84,7.65,Good
3952,3,95,5.62,4,8,8,7,1,2,60,6.76,Average
3953,8,87,8.8,7,4,7,3,1,4,47,8.28,Good
3954,2,95,8.38,8,7,4,4,0,4,48,6.99,Average
3955,5,93,6.83,4,7,7,6,0,1,97,7.91,Good
3956,1,60,4.72,8,5,8,1,0,8,72,4.94,Poor
3957,6,78,5.18,7,1,5,3,0,5,97,6.9,Average
3958,2,80,7.61,9,4,6,7,0,8,43,5.91,Poor
3959,4,74,6.12,10,7,8,7,0,6,98,7.21,Good
3960,6,73,8.6,8,5,7,5,0,2,57,7.87,Good
3961,8,68,9.22,10,2,5,7,0,7,71,8.03,Good
3962,8,51,8.43,10,8,5,3,0,9,69,7.91,Good
3963,6,71,6.08,9,2,8,1,1,7,64,6.72,Average
3964,4,69,8.34,7,8,4,3,0,5,96,7.43,Good
3965,8,82,5.93,8,2,5,5,0,4,72,7.77,Good
3966,8,57,4.92,8,5,6,4,0,8,74,7.0,Good
3967,1,74,4.18,9,4,7,5,1,6,81,5.39,Poor
3968,4,95,6.12,5,1,7,4,1,5,95,6.62,Average
3969,4,58,8.97,9,8,7,5,0,7,73,7.12,Good
3970,7,83,5.31,9,3,8,2,0,3,89,7.83,Good
3971,7,72,5.14,9,4,7,3,1,9,41,6.62,Average
3972,8,54,9.33,7,4,7,7,0,4,52,7.79,Good
3973,5,74,4.14,6,5,6,3,1,4,92,6.67,Average
3974,7,57,8.32,9,3,4,1,0,8,80,7.33,Good
3975,8,65,5.77,8,9,8,2,1,6,62,7.79,Good
3976,9,97,4.21,4,4,8,1,1,1,62,8.02,Good
3977,3,94,9.05,5,4,7,3,0,2,70,7.22,Good
3978,3,64,4.77,9,6,6,1,1,9,41,5.41,Poor
3979,4,50,7.03,9,8,5,4,1,6,41,6.36,Average
3980,5,71,5.51,5,7,7,2,1,7,44,6.21,Average
3981,1,52,4.36,9,4,7,7,0,9,99,4.88,Poor
3982,7,87,4.27,8,4,8,5,0,3,53,7.35,Good
3983,9,63,4.64,6,5,8,4,1,5,62,7.34,Good
3984,8,85,4.39,9,5,7,6,1,5,94,8.03,Good
3985,5,67,8.18,5,1,8,5,0,7,96,6.58,Average
3986,4,96,6.67,9,8,6,1,0,2,74,7.91,Good
3987,7,90,5.89,7,5,5,3,0,4,85,7.94,Good
3988,5,67,6.3,8,3,5,4,1,4,40,6.45,Average
3989,7,52,9.11,8,3,5,2,0,8,80,7.29,Good
3990,1,59,9.01,6,4,7,5,0,3,87,6.11,Average
3991,1,98,7.94,7,7,7,6,0,2,88,7.16,Good
3992,3,88,8.87,7,5,7,4,0,9,79,6.76,Average
3993,2,96,5.76,6,1,6,7,1,4,54,5.77,Poor
3994,2,50,6.1,10,5,5,7,1,9,69,5.38,Poor
3995,7,76,7.38,10,5,8,3,0,6,60,7.81,Good
3996,2,76,7.43,4,6,8,2,1,1,47,6.23,Average
3997,4,60,6.65,10,7,4,2,0,3,46,6.83,Average
3998,2,98,6.2,9,5,4,5,1,7,80,6.54,Average
3999,6,54,9.42,7,2,8,4,0,9,73,6.73,Average
4000,8,56,8.52,4,2,5,4,0,8,96,7.21,Good
4001,4,68,6.39,4,4,7,2,1,5,81,6.2,Average
4002,5,78,8.0,8,1,8,7,0,8,76,6.76,Average
4003,4,64,5.48,9,7,8,1,0,2,87,7.08,Good
4004,3,84,4.55,8,1,4,2,1,3,92,6.26,Average
4005,5,96,5.94,5,3,5,3,0,8,71,6.56,Average
4006,9,86,6.22,10,7,8,4,1,9,72,8.39,Good
4007,8,61,4.09,8,6,7,7,0,8,45,6.73,Average
4008,8,79,8.48,7,7,7,5,0,4,81,8.69,Excellent
4009,8,69,5.98,7,5,6,4,1,6,49,7.3,Good
4010,8,86,7.19,9,8,7,7,1,5,65,8.61,Excellent
4011,7,52,4.41,4,6,8,2,0,4,97,6.83,Average
4012,8,58,4.96,7,4,8,3,0,9,90,6.89,Average
4013,8,90,8.89,10,1,7,1,1,3,84,8.82,Excellent
4014,8,88,7.35,8,2,4,7,1,1,65,8.39,Good
4015,7,75,9.23,10,6,5,7,0,7,58,8.14,Good
4016,1,51,9.49,8,4,8,4,0,8,74,5.62,Poor
4017,4,72,6.05,9,3,7,2,0,3,84,6.83,Average
4018,4,72,5.64,10,7,7,6,1,3,43,6.84,Average
4019,5,70,8.72,8,7,8,2,0,6,64,7.41,Good
4020,6,65,9.49,10,2,6,2,1,2,47,7.69,Good
4021,4,58,7.46,6,8,5,3,0,6,51,6.41,Average
4022,2,62,8.37,9,1,8,2,1,5,93,6.2,Average
4023,6,77,8.3,9,7,7,7,0,7,63,7.75,Good
4024,8,76,5.95,7,1,6,2,1,9,63,6.88,Average
4025,8,66,7.16,9,3,8,2,1,9,56,7.24,Good
4026,7,87,8.58,5,3,5,4,0,1,64,8.11,Good
4027,6,85,7.78,7,2,6,2,1,7,72,7.21,Good
4028,2,50,4.12,7,5,7,3,1,3,66,5.25,Poor
4029,7,67,5.85,10,4,4,6,1,4,41,7.25,Good
4030,5,58,4.79,6,6,5,4,0,2,48,6.35,Average
4031,6,62,5.28,7,2,6,7,0,1,94,7.07,Good
4032,8,89,8.98,4,4,8,6,0,3,97,8.65,Excellent
4033,8,94,4.2,8,7,8,2,0,9,72,7.66,Good
4034,3,64,5.21,8,1,6,1,1,1,58,5.86,Poor
4035,7,92,5.7,9,3,8,6,1,3,88,8.07,Good
4036,1,93,7.39,10,1,6,3,0,5,44,5.93,Poor
4037,1,95,6.94,6,2,5,1,1,3,86,6.2,Average
4038,7,53,5.2,8,9,8,3,1,4,59,7.32,Good
4039,9,82,4.9,4,5,5,7,0,4,63,7.67,Good
4040,7,73,5.3,6,4,7,1,0,1,96,7.7,Good
4041,5,85,6.76,5,4,7,2,1,6,70,6.79,Average
4042,8,90,5.49,8,8,7,1,0,7,83,8.24,Good
4043,2,59,9.21,7,3,7,7,1,7,43,5.62,Poor
4044,9,85,6.55,4,4,8,6,1,6,71,7.84,Good
4045,6,69,4.32,10,2,6,1,0,7,86,6.65,Average
4046,9,90,8.01,10,6,8,3,0,3,74,9.33,Excellent
4047,2,94,5.81,4,9,8,2,1,5,53,6.22,Average
4048,3,93,7.59,8,4,5,3,0,7,75,6.77,Average
4049,8,60,5.54,9,6,6,2,1,5,90,7.83,Good
4050,1,61,7.14,5,4,4,6,1,2,45,5.37,Poor
4051,7,67,8.25,7,2,4,5,0,6,56,7.18,Good
4052,7,79,9.1,5,6,6,4,0,7,57,7.69,Good
4053,1,93,5.44,5,7,4,6,0,2,47,5.97,Poor
4054,9,97,5.84,8,4,6,7,0,8,90,8.32,Good
4055,8,86,6.55,7,7,5,6,1,5,91,8.45,Good
4056,4,69,9.1,8,8,5,4,0,8,51,6.95,Average
4057,5,74,8.96,8,3,8,3,0,3,56,7.36,Good
4058,2,61,4.49,9,2,4,6,0,2,70,5.58,Poor
4059,9,70,4.73,4,5,6,2,1,7,90,7.37,Good
4060,6,74,6.73,10,2,5,1,0,5,40,6.96,Average
4061,3,60,4.59,9,5,8,6,0,5,50,5.68,Poor
4062,7,58,5.9,10,6,4,4,0,8,81,7.28,Good
4063,9,99,4.82,9,8,4,6,0,9,55,8.2,Good
4064,3,74,7.5,8,6,4,3,0,8,76,6.49,Average
4065,2,84,9.22,9,4,5,3,1,2,88,7.33,Good
4066,7,81,9.48,10,3,5,3,1,7,67,8.1,Good
4067,7,98,6.06,9,2,4,2,1,5,48,7.58,Good
4068,4,63,7.29,6,1,5,7,0,7,94,6.11,Average
4069,9,50,8.71,7,2,4,7,0,3,98,8.23,Good
4070,8,66,4.65,4,2,7,6,1,4,47,6.56,Average
4071,1,74,7.79,10,5,5,3,0,7,64,6.03,Average
4072,1,57,6.25,7,9,6,5,1,2,49,5.84,Poor
4073,5,54,5.13,4,1,5,1,0,2,79,5.95,Poor
4074,6,54,6.22,6,4,4,7,1,1,42,6.69,Average
4075,3,90,4.42,8,7,6,3,1,1,94,7.16,Good
4076,9,84,7.82,10,3,8,7,0,1,62,8.96,Excellent
4077,6,68,5.39,4,8,6,2,0,6,62,6.7,Average
4078,4,72,5.71,4,3,6,1,0,5,83,6.07,Average
4079,7,58,4.67,4,8,5,1,0,8,95,6.78,Average
4080,8,79,8.76,6,2,6,4,0,5,43,7.68,Good
4081,9,99,6.71,7,5,6,3,1,1,98,9.29,Excellent
4082,6,65,7.15,6,4,4,3,0,8,93,6.9,Average
4083,6,82,7.13,4,9,5,6,1,6,89,7.68,Good
4084,8,51,6.26,9,3,4,2,0,8,62,6.93,Average
4085,5,63,5.06,4,5,5,5,1,2,48,6.2,Average
4086,3,95,8.1,9,9,8,6,1,8,92,7.56,Good
4087,3,50,4.7,8,6,6,5,1,6,43,5.34,Poor
4088,6,75,4.57,6,2,5,4,0,1,73,6.88,Average
4089,2,74,7.91,9,1,6,7,1,1,78,6.59,Average
4090,6,65,5.15,6,1,6,7,0,5,57,6.15,Average
4091,6,64,5.69,5,7,7,5,1,7,73,6.69,Average
4092,8,75,6.61,7,2,4,7,0,4,96,7.9,Good
4093,7,96,6.47,5,7,5,2,1,5,73,7.96,Good
4094,8,93,7.9,9,1,8,7,0,3,81,8.55,Excellent
4095,9,65,7.43,5,4,7,4,0,2,42,7.82,Good
4096,6,63,7.54,10,4,4,3,1,2,58,7.57,Good
4097,3,78,7.93,7,5,8,5,1,5,73,6.72,Average
4098,3,73,5.61,9,1,8,2,0,4,65,5.99,Poor
4099,1,96,5.77,8,7,6,2,1,2,74,6.66,Average
4100,5,64,6.41,8,2,4,3,0,5,80,6.61,Average
4101,4,68,5.69,7,2,7,7,0,9,82,5.78,Poor
4102,9,57,9.42,7,8,5,2,1,8,70,8.33,Good
4103,9,83,8.48,9,9,5,4,0,9,82,8.97,Excellent
4104,5,51,4.91,6,6,7,4,1,9,66,5.72,Poor
4105,4,76,4.03,10,1,6,6,0,8,42,5.51,Poor
4106,7,59,4.24,9,1,6,1,0,9,76,6.24,Average
4107,6,84,5.34,6,7,8,3,0,4,51,7.19,Good
4108,4,72,4.63,6,8,4,7,0,8,86,6.28,Average
4109,2,98,6.93,6,3,8,2,1,2,62,6.51,Average
4110,1,57,8.72,9,9,5,5,0,9,56,5.9,Poor
4111,4,77,8.05,4,4,7,6,1,9,55,6.05,Average
4112,4,72,5.19,4,4,4,4,0,3,56,5.99,Poor
4113,1,53,6.2,8,3,7,3,0,6,54,4.92,Poor
4114,6,63,6.79,4,8,4,7,1,7,65,6.81,Average
4115,4,91,8.46,4,9,5,3,0,3,84,7.77,Good
4116,1,78,8.62,6,1,5,7,0,5,41,5.46,Poor
4117,1,50,9.0,6,2,4,4,1,1,56,5.62,Poor
4118,1,53,6.8,7,1,6,1,0,3,40,4.9,Poor
4119,8,81,7.82,6,4,4,3,0,8,69,7.69,Good
4120,8,82,4.61,9,7,5,2,0,3,71,8.18,Good
4121,2,98,7.11,7,7,7,5,1,8,69,6.52,Average
4122,7,75,5.37,10,6,8,5,1,9,81,7.41,Good
4123,8,66,6.37,7,5,7,4,1,6,43,7.25,Good
4124,8,88,7.49,4,4,5,3,1,7,81,7.79,Good
4125,7,72,5.41,6,8,7,5,1,6,83,7.48,Good
4126,5,81,4.29,4,7,6,3,1,8,71,6.24,Average
4127,1,64,4.06,6,1,6,4,1,7,99,4.66,Poor
4128,9,62,4.12,4,6,4,1,1,1,74,7.63,Good
4129,7,51,4.05,10,2,7,5,0,3,40,6.48,Average
4130,2,68,4.61,4,4,7,2,1,3,58,5.23,Poor
4131,6,73,5.32,4,5,5,6,0,3,72,6.88,Average
4132,2,94,5.22,9,8,4,4,0,4,58,6.65,Average
4133,1,73,9.43,10,6,4,6,0,1,75,7.13,Good
4134,7,60,5.68,8,2,7,1,0,2,66,7.13,Good
4135,2,71,4.7,10,5,8,2,0,5,52,5.74,Poor
4136,2,64,7.0,4,5,7,6,1,6,66,5.51,Poor
4137,5,59,8.72,5,6,7,2,1,9,85,6.71,Average
4138,5,90,7.73,5,1,7,5,0,2,53,7.01,Good
4139,7,76,5.63,5,8,6,3,1,9,63,7.01,Good
4140,1,58,7.09,9,3,4,4,1,7,74,5.39,Poor
4141,8,77,7.93,7,5,6,2,1,9,58,7.63,Good
4142,3,50,8.0,4,7,8,5,1,4,64,6.09,Average
4143,4,66,7.67,10,3,5,1,1,7,50,6.4,Average
4144,9,80,8.79,5,6,8,7,0,1,48,8.74,Excellent
4145,4,93,8.79,9,5,4,2,0,8,45,7.1,Good
4146,5,59,7.18,7,7,5,1,0,7,97,7.02,Good
4147,7,86,6.36,5,3,8,4,0,7,75,7.17,Good
4148,4,78,7.53,6,2,4,5,0,2,97,7.07,Good
4149,1,67,8.5,8,4,8,1,1,9,76,5.66,Poor
4150,9,96,4.03,4,3,5,3,1,8,68,7.24,Good
4151,4,87,9.46,8,4,5,6,0,1,48,7.63,Good
4152,9,88,5.01,8,7,8,1,0,1,72,8.78,Excellent
4153,6,98,6.59,6,5,6,1,1,5,62,7.52,Good
4154,1,55,8.8,6,4,8,5,1,2,54,5.76,Poor
4155,3,89,5.24,6,6,8,5,0,1,50,6.57,Average
4156,2,61,6.62,7,7,8,2,0,8,62,5.63,Poor
4157,9,63,4.73,5,5,6,6,1,4,65,7.38,Good
4158,1,93,6.17,10,7,7,1,1,2,40,6.54,Average
4159,9,59,4.97,4,3,5,1,0,5,69,7.0,Good
4160,9,69,6.0,6,7,4,5,1,6,56,7.76,Good
4161,8,64,6.05,9,3,5,7,1,8,86,7.38,Good
4162,8,80,9.46,4,6,5,3,0,7,85,8.25,Good
4163,1,56,9.47,10,8,7,7,1,7,80,6.46,Average
4164,8,90,4.63,4,6,5,5,0,1,62,7.86,Good
4165,3,59,7.99,4,3,5,3,1,3,75,6.08,Average
4166,7,59,4.28,6,5,6,6,0,3,80,6.97,Average
4167,1,97,4.17,6,9,6,7,1,7,99,6.12,Average
4168,1,88,4.58,5,8,6,5,1,2,44,5.78,Poor
4169,5,77,9.31,10,6,6,6,0,7,74,7.76,Good
4170,5,79,9.17,6,9,6,4,0,9,89,7.63,Good
4171,8,86,5.07,6,2,4,1,1,1,48,7.54,Good
4172,7,52,4.89,4,9,7,6,0,2,43,6.89,Average
4173,8,99,5.32,5,6,8,3,0,6,46,7.63,Good
4174,6,92,6.84,8,9,6,4,1,2,40,8.12,Good
4175,6,64,7.13,6,4,7,3,1,2,55,7.09,Good
4176,2,70,5.22,9,5,8,2,1,5,96,6.16,Average
4177,6,86,8.16,6,2,5,2,0,7,99,7.47,Good
4178,5,61,5.7,8,3,5,1,1,4,64,6.45,Average
4179,3,53,9.07,4,1,7,4,1,6,97,5.9,Poor
4180,6,96,7.61,10,4,4,4,0,3,45,8.01,Good
4181,8,58,6.4,5,2,4,2,0,4,77,7.14,Good
4182,9,88,8.34,4,2,7,1,0,4,53,8.07,Good
4183,1,91,8.5,10,1,4,6,1,4,93,6.69,Average
4184,3,77,5.6,7,2,4,2,0,1,76,6.37,Average
4185,3,72,5.87,6,4,5,4,1,4,50,5.87,Poor
4186,8,94,9.15,10,6,4,3,1,4,40,8.91,Excellent
4187,1,89,4.91,9,7,4,7,1,6,91,6.22,Average
4188,5,93,4.23,10,7,7,4,1,9,81,7.05,Good
4189,3,71,6.5,7,7,4,1,0,6,40,6.07,Average
4190,2,73,8.41,6,4,6,4,0,6,92,6.31,Average
4191,8,75,8.24,7,5,6,5,0,7,75,8.01,Good
4192,3,79,9.06,8,3,7,4,0,7,47,6.41,Average
4193,7,82,6.93,6,1,6,5,1,1,71,7.66,Good
4194,1,65,4.55,9,8,5,2,0,8,72,5.4,Poor
4195,6,71,7.24,6,7,7,6,1,1,47,7.56,Good
4196,3,98,8.28,7,9,4,5,0,9,53,6.98,Average
4197,8,99,4.51,5,4,6,4,0,4,63,7.63,Good
4198,6,92,4.95,7,5,5,6,1,9,88,7.04,Good
4199,2,67,4.07,6,5,7,7,1,8,80,5.13,Poor
4200,6,56,7.27,6,7,7,6,1,9,68,6.7,Average
4201,7,99,8.88,10,9,4,4,0,6,64,8.99,Excellent
4202,5,75,7.69,5,8,8,4,1,9,45,6.63,Average
4203,3,57,9.4,4,7,6,7,0,4,40,6.27,Average
4204,4,55,4.35,5,1,5,1,1,3,94,5.67,Poor
4205,4,79,8.97,4,6,7,2,0,3,62,7.13,Good
4206,6,88,8.48,9,9,6,5,1,8,80,8.27,Good
4207,1,72,5.73,6,7,5,3,1,2,72,5.96,Poor
